county_key,county_fips,state,county,epg_natural_gas,clean_energy_jobs,grid_infrastructure_jobs,any_tech_1000_100_coverage,fiber_availability,land_value_1_4_acre_standardized,commercial_price,industrial_price,air_connectivity,rail_intensity,infrastructure_quality,dock_presence,community_resilience_value,community_risk_factor_value,cold_wave_risk_index_value,drought_risk_index_value,earthquake_risk_index_value,hail_risk_index_value,heat_wave_risk_index_value,hurricane_risk_index_value,ice_storm_risk_index_value,landslide_risk_index_value,lightning_risk_index_value,riverine_flooding_risk_index_value,strong_wind_risk_index_value,tornado_risk_index_value,wildfire_risk_index_value,winter_weather_risk_index_value,wage_trade_transport_utilities,wage_information,wage_prof_business,has_policy_signal,policy_direction_score,epg_natural_gas_above_floor,clean_energy_jobs_above_floor,grid_infrastructure_jobs_above_floor,land_value_missing,num_datacenters
Alabama||Autauga County,01001,Alabama,Autauga County,4.012149527666075,2.772588722239781,4.5121540070727475,0.5601,0.5601,11.130214506480655,0.12864774164218173,0.08775879216290886,0.425678272731624,3.951243718581427,0.6822033898305084,0.0,2.60499501228333,1.11643126142887,0.0,10.259180626086787,12.324100664851196,11.93191837282904,13.6876548837093,13.830013395368807,9.602912235768972,10.126657796169411,11.715999020234152,13.165843953717838,12.67165911966728,14.856403916059367,9.430371610642393,9.04733973923821,6.827629234502852,7.400009517162692,7.1284959456800365,0.0,0.0,1,0,1,0,0.0
Alabama||Baldwin County,01003,Alabama,Baldwin County,1.791759469228055,4.430659198686039,6.733844911134548,0.425,0.425,11.979805470779858,0.1041516915561328,0.018856715180707525,0.8800361963268118,3.4339872044851463,0.7349081364829396,0.0,2.7450749874115,1.04265803123774,0.0,13.091026873541201,13.059463890492475,11.728278349403682,14.033619790337756,19.060068452876656,10.166032253364758,10.534162934673972,15.2164930657112,15.02679701818246,12.97356934493488,15.89278994587206,14.779554354349159,11.091646498895786,6.796823718274855,0.0,6.970730078143525,0.0,0.0,0,1,1,0,0.0
Alabama||Barbour County,01005,Alabama,Barbour County,1.791759469228055,2.772588722239781,4.7466181778765195,0.1101,0.1101,9.401043372798053,0.1378226392903495,0.08689158854911415,0.3852648696622473,2.772588722239781,0.7630208333333334,0.0,2.38356804847717,1.57208106462055,0.0,12.594914867523986,11.610204346085753,11.13204319879124,12.55022654636891,14.94037430989244,9.231244305338405,10.449235355178807,12.842396053892514,10.629043111810372,12.397103204407788,14.861093547422836,9.277027655391612,9.648771438070655,6.71174039505618,0.0,6.481577129276431,0.0,0.0,0,0,1,0,0.0
Alabama||Bibb County,01007,Alabama,Bibb County,1.791759469228055,2.772588722239781,4.217704884728448,0.2668,0.2668,10.367253014814716,0.1263230043415664,0.07618178882440961,0.2900334831833251,3.258096538021482,0.7222222222222222,0.0,2.47152495384216,1.22078060632815,0.0,8.469091894397533,12.569111442427065,11.312884268499163,12.400104030883963,12.31318553016864,10.752473673816354,10.12758358272715,11.236901724467424,11.685009622668947,11.812683564362498,14.774833270700709,8.583484026501798,8.922283154484118,6.648984550024776,0.0,6.96979066990159,0.0,0.0,0,0,1,0,0.0
Alabama||Blount County,01009,Alabama,Blount County,1.791759469228055,3.2250558687390063,3.882197057435754,0.1656,0.1656,10.803669227477098,0.10450391609061947,0.06322024264324483,0.2900334831833251,2.6390573296152584,0.525,0.0,2.48838210105896,1.20322019993866,0.0,10.391534354014341,13.288475741842596,11.315622357039778,13.364303928417122,12.614908931971524,11.612115402454089,10.161888997757911,12.9691148002464,12.267285520497975,13.667915752291602,15.751468864056983,8.86783554483021,9.751277697273869,6.714170529909472,7.005789019253503,6.930494765951626,0.0,0.0,0,1,1,0,0.0
Alabama||Bullock County,01011,Alabama,Bullock County,1.791759469228055,2.772588722239781,4.359154306787287,0.8323,0.8279,11.4213692302888,0.1340231983850943,0.09047952845505959,0.2900334831833251,0.0,0.5955882352941176,0.0,2.4630401134491,1.36967216784804,0.0,13.989890716166272,11.089973647165046,10.33679566307052,11.06549400878894,13.871992911104021,8.320799674100785,10.285021581521335,11.80544049753652,11.196427460935366,11.679816567263162,13.895939303149605,8.153728574069063,8.901273220808033,6.726233402358747,7.111512116496157,7.046647277848756,0.0,0.0,0,0,1,1,0.0
Alabama||Butler County,01013,Alabama,Butler County,1.791759469228055,2.772588722239781,4.599869238933842,0.0007,0.0007,9.314790473332646,0.1270903261492323,0.08251085625115992,0.2900334831833251,3.828641396489095,0.6296296296296297,0.0,2.55650806427002,1.24609008780316,0.0,10.918479386356994,11.607743700038554,10.064462207595517,11.852730582924977,15.26229742037554,8.072461215884577,10.20966219097706,12.766350362816112,12.036895397581587,12.414787535546349,14.278877789427325,8.537682518503253,9.156927309339055,6.71174039505618,6.655440350367647,6.617402977974478,0.0,0.0,0,0,1,0,0.0
Alabama||Calhoun County,01015,Alabama,Calhoun County,3.130934086604579,4.1508968017198935,5.87747675588162,0.3211,0.3211,10.305647203635566,0.10840572640543736,0.06455066520128361,0.5265890341390445,4.204692619390966,0.6450777202072538,0.0,2.58579397201538,1.21420313392394,0.0,10.198261089751847,14.149372151332747,12.282381323034796,13.86759546735528,14.055998702736513,9.989372398434558,12.171836744603267,12.684653592741428,13.814622527036294,13.78661579113767,16.796875412262924,9.245061574894795,10.489249677577716,6.703188113240863,6.860663671448287,6.76849321164863,0.0,0.0,1,1,1,0,1.0
Alabama||Chambers County,01017,Alabama,Chambers County,1.791759469228055,3.0367279330976023,4.301182862690243,0.1522,0.1522,10.647826772357497,0.14498077341026425,0.07000942474083767,0.2900334831833251,3.4011973816621555,0.7189189189189189,0.0,2.55791902542114,1.39876490106521,0.0,8.966450151836883,12.712011092212427,10.717683068218825,13.178930964871366,14.058730471674796,11.145878486944923,10.267081357234416,11.85517309794065,12.916227232586799,12.244440188757542,14.497305110712805,9.40767812065282,9.091156761267007,6.697034247666484,7.1180162044653335,6.551080335043404,0.0,0.0,0,1,1,0,0.0
Alabama||Cherokee County,01019,Alabama,Cherokee County,2.8047027633881756,3.598972529772128,4.000405305213989,0.0194,0.0193,12.207077140855777,0.11752555221672875,0.06750963121381152,0.425678272731624,0.0,0.6467065868263473,0.0,2.43979692459106,1.14170499074545,0.0,11.3532403465254,13.206815576533801,10.841856081376063,12.260012485254554,12.532842371844797,10.597962608004453,10.10313323675252,11.684555910046239,12.427463968337767,12.275145801866138,14.971842932831459,7.657184543047475,9.0989343697205,6.710523109452428,6.778784897685177,6.775366090936392,0.0,0.0,1,1,1,0,0.0
Alabama||Chilton County,01021,Alabama,Chilton County,2.884145794712349,4.058575413874956,4.522285300172074,0.4044,0.4044,11.223922520551032,0.12859598220201987,0.0877205781029505,0.425678272731624,4.0943445622221,0.746031746031746,0.0,2.48162388801575,1.30084535428469,0.0,9.67146039576304,13.02207461898892,11.201690945725744,13.174219912549157,13.28237567306433,11.422006499249699,10.242967591425895,12.647862416650737,12.08449955940382,12.62680356281932,15.508105133986248,9.982225437462715,9.4251140302667,6.810142450115136,6.818924065275521,6.693323668269949,0.0,0.0,1,1,1,0,0.0
Alabama||Choctaw County,01023,Alabama,Choctaw County,1.791759469228055,2.772588722239781,3.5674983856750155,0.0342,0.0342,11.4213692302888,0.12848837138572294,0.09957813958573046,0.16747992665140263,3.332204510175204,0.672077922077922,0.0,2.40119504928589,1.40444227509691,0.0,8.402991817605626,12.640402341237591,13.447158041772104,11.719042069833122,15.947705310406379,11.961541917024519,10.312373390201241,12.028421831175432,14.184395593433313,12.870687524533446,14.904651587940736,10.150491894288354,9.69437151832734,6.62273632394984,6.551080335043404,6.836259277277067,0.0,0.0,0,0,1,1,0.0
Alabama||Clarke County,01025,Alabama,Clarke County,1.791759469228055,2.772588722239781,4.918895156442281,0.0443,0.0443,8.412054873292933,0.12995844824829986,0.1005934700077621,0.2900334831833251,3.784189633918261,0.8516129032258064,0.0,2.4842050075531,1.45015055335981,0.0,8.901371362970472,11.750586344983349,10.77386759796968,12.964746243001924,16.06507000565672,9.350041186027061,10.35034327506373,12.549727868118344,12.791547133866183,12.477744487287984,14.551830383288719,10.541612025374,9.82034171661005,6.625392368007956,6.331501849893691,6.7226297948554485,0.0,0.0,0,0,1,0,0.0
Alabama||Clay County,01027,Alabama,Clay County,2.80284115123161,3.5772248207391435,3.8048934663121647,0.1582,0.1582,11.4213692302888,0.12952432577855377,0.08619284957005556,0.2900334831833251,3.4011973816621555,0.5930232558139535,0.0,2.55966401100159,1.30178609678941,0.0,7.9502447002528385,11.793707137074035,10.409239320752008,11.541567653904586,13.085946611692187,9.429787394716953,10.210973654085812,11.319870289142829,11.280392985356942,11.81816346111501,14.374496583634594,10.378230028556848,9.015919186144718,6.532334292222349,6.8501261661455,6.61472560020376,0.0,0.0,1,1,1,1,0.0
Alabama||Cleburne County,01029,Alabama,Cleburne County,1.791759469228055,2.772588722239781,5.529170012176356,0.0002,0.0002,10.367253014814716,0.12575552398248535,0.07197405563133495,0.0,3.044522437723423,0.6303030303030303,0.0,2.38887095451355,1.25582009568684,0.0,8.996228673053936,11.667589627474992,9.659570493850328,11.377622415069233,12.702848035528906,9.893284924038403,10.232461518990245,11.39234346545112,10.9039964230907,12.444398341244348,14.436277626580106,10.436622930183281,8.897904159033997,6.778784897685177,7.6638772587034705,6.744059186311348,0.0,0.0,0,0,1,0,0.0
Alabama||Coffee County,01031,Alabama,Coffee County,1.791759469228055,2.772588722239781,5.002665079858088,0.8676,0.8676,10.920546270529568,0.1340486602269031,0.07313774651989001,0.6288586214346804,1.791759469228055,0.7893518518518519,0.0,2.56846690177917,1.22927935885517,0.0,12.563051607022933,12.4495703199752,11.09302985065107,11.468767602037728,17.20135175149582,8.827019317893232,10.170055287255932,13.694907861322665,14.306663626272169,13.612683556542532,15.70975225476663,10.518908621950473,10.919218204257998,6.721425700790643,6.8679744089702925,6.93537044601511,0.0,0.0,0,0,1,0,0.0
Alabama||Colbert County,01033,Alabama,Colbert County,3.7821140076445654,3.937523637136431,5.856599035118658,0.2408,0.1946,11.350418300109132,0.10551893295169795,0.06483812015704225,0.5265890341390445,4.2626798770413155,0.6482558139534884,1.0,2.65950298309326,1.12875923620139,12.295795075408497,8.981172578844683,15.055974114741284,11.957036877784237,13.2174491027138,12.690427317892942,11.642126347093406,10.103793305131726,13.379593153966468,13.204204972547277,14.562639459691395,15.394564202850189,8.634078396215251,10.31907869468911,6.79346613258001,6.897704943128636,6.9411900550683745,0.0,0.0,1,1,1,0,0.0
Alabama||Conecuh County,01035,Alabama,Conecuh County,1.791759469228055,2.772588722239781,3.679387557107183,0.0031,0.0031,11.4213692302888,0.11349404249449511,0.09430706422151822,0.2900334831833251,3.295836866004329,0.5892857142857143,0.0,2.45477199554443,1.33781051557014,0.0,11.28525543011436,10.939174634532892,9.830028678532353,10.820884224215101,15.155836752811815,7.030788352650385,10.305580731541555,12.122170367067007,10.317452566124253,12.520145097005896,14.058902337523053,10.272380969006555,8.686987686190195,6.754604099487962,7.190676034332207,6.566672429803241,0.0,0.0,0,0,1,1,0.0
Alabama||Coosa County,01037,Alabama,Coosa County,1.791759469228055,2.772588722239781,3.044522437723423,0.4186,0.4186,10.609081944147828,0.13004360480393823,0.09351997371377241,0.0,2.6390573296152584,0.5833333333333334,0.0,2.48202610015869,1.22294040229767,0.0,6.451760936326972,11.343536619242117,9.907350640791257,11.16590979274652,12.461675299217168,10.090279720197328,10.197513481945164,11.052546802705677,9.672451607532981,11.350331428752295,13.428278418646087,9.249049847118695,8.136164636869886,6.826545223556594,8.048468743668883,7.492203042618741,0.0,0.0,0,0,0,0,0.0
Alabama||Covington County,01039,Alabama,Covington County,6.677059514196189,4.370254706820125,5.537196881956881,0.6488,0.6488,10.716659698193956,0.13014367641324565,0.06387513480283238,0.554997910349126,3.4011973816621555,0.6340361445783133,0.0,2.53026509284973,1.25814921824006,0.0,12.484646841987509,11.702362906707748,10.33069006622185,12.615073387074533,17.299752414882573,8.086548296857124,11.43196956955369,13.599826442151683,13.206909306035103,12.64332451283852,15.063687169436598,10.66755600984602,9.792413070079931,6.877296071497429,6.828712071641684,6.792344427470809,0.0,0.0,1,1,1,0,0.0
Alabama||Crenshaw County,01041,Alabama,Crenshaw County,1.791759469228055,2.772588722239781,4.18429198489978,0.5543,0.5543,11.4213692302888,0.13156532147914507,0.09441652453149914,0.0,0.0,0.716374269005848,0.0,2.47991394996643,1.26033755257798,0.0,11.006097741371683,10.871909607746252,9.985939444627448,11.477868278387922,15.063422912014866,7.794397346993907,10.206021349684415,12.046411286406654,11.076688375315735,12.472493527011046,14.129533945433069,8.282270429234064,8.844316404430156,6.794586580876499,6.946975992135418,6.773080375655535,0.0,0.0,0,0,1,1,0.0
Alabama||Cullman County,01043,Alabama,Cullman County,1.791759469228055,3.7639151537312183,5.691744018696491,0.5519,0.5519,11.10045084755119,0.10888696951361937,0.06489372067603007,0.5265890341390445,3.218875824868201,0.6158536585365854,0.0,2.54840707778931,1.18489049087256,12.822131492839047,10.594410378856528,14.416274676762454,11.491565588911643,11.134052783459383,13.98392911008846,12.145094082834792,10.473459805580418,12.703128345655182,11.243139268626141,14.490855885299254,15.544522492688513,8.910664394816765,10.251509255326246,6.816735880594968,6.9975959829819265,6.835184586147301,0.0,0.0,0,1,1,0,0.0
Alabama||Dale County,01045,Alabama,Dale County,1.791759469228055,3.168338709328857,5.210826949016873,0.6612,0.6612,9.867912187022208,0.13839695649441033,0.07715744949259738,0.8365255408710492,3.9889840465642745,0.7135922330097088,0.0,2.48650288581848,1.32154530461168,0.0,12.54851985247296,11.452570891652805,11.631473061868222,11.472240690245526,16.368836823245495,8.63593032209042,10.289159421117786,13.441743377688525,13.135759796035714,11.832187282057012,15.397121928741578,9.76059330102653,10.533065181672749,6.914730892718563,7.1929342212158,7.094234845924755,0.0,0.0,0,1,1,0,0.0
Alabama||Dallas County,01047,Alabama,Dallas County,1.791759469228055,2.772588722239781,4.490642624853151,0.0623,0.0623,9.60918360377546,0.12890084968242468,0.08796781729472015,0.425678272731624,4.718498871295094,0.6155555555555555,0.0,2.57343697547913,1.35116327412328,0.0,10.820109595992983,13.25114692965845,11.2792639910877,13.045010218901542,14.553290849492548,9.34588318342983,10.156070747134503,12.502816544625686,13.199744902451325,12.839477509225448,15.029004496294846,9.14403088090534,8.856920947835569,6.5998704992128365,6.899723107284872,6.559615237493242,0.0,0.0,0,0,1,0,0.0
Alabama||DeKalb County,01049,Alabama,DeKalb County,1.791759469228055,3.5331312257289436,5.0826307596648945,0.6872,0.6872,10.729875458480967,0.1058115542173585,0.06783926521440896,0.5265890341390445,3.688879454113936,0.6233333333333333,0.0,2.46369791030884,1.31820157406029,13.430717092864208,11.729739383395925,14.370012531172984,12.208112865121176,11.137205468081222,13.68283183583932,12.318608116351838,10.320575129322888,12.50354756181663,13.624875388873061,13.82652818626091,15.510649103874742,9.194813179130412,12.291327050315502,6.7357800142423265,7.1631723908466425,6.687108607866515,0.0,0.0,0,1,1,0,0.0
Alabama||Elmore County,01051,Alabama,Elmore County,2.8764880251592,4.111326166402961,4.5105753594797715,0.4888,0.4888,11.456365695436427,0.12870837099281746,0.08799688481868781,0.425678272731624,2.833213344056216,0.6311881188118812,0.0,2.62420797348022,1.0779495760873,0.0,10.705575812827043,12.818034723648866,11.792147191555092,13.649491507059508,14.068752907137096,9.994438345924603,10.025242641894035,13.380480981479112,14.017654934997278,12.869220085218744,14.814996505109766,9.634719756527293,9.292080615007464,6.595780513961311,7.229113877793302,7.147559271189454,0.0,0.0,1,1,1,0,0.0
Alabama||Escambia County,01053,Alabama,Escambia County,1.791759469228055,2.772588722239781,5.442544181406609,0.0078,0.0078,10.524090921620362,0.12326087952796441,0.07529447936284075,0.6288586214346804,4.276666119016055,0.6,0.0,2.47683191299438,1.39980241896336,0.0,12.579680609233856,11.97081453697417,10.71112043140385,14.44724247635124,17.597719819243117,7.616091803356675,10.247370714182342,13.75950549882351,13.529547722479325,12.95112509116969,15.08384073116343,12.864410768634183,9.907051949704597,6.7464121285733745,7.183111701743281,6.74993119378857,0.0,0.0,0,0,1,0,0.0
Alabama||Etowah County,01055,Alabama,Etowah County,4.502813913922366,3.6433215395793344,5.599835537543965,0.4028,0.3106,10.666650414667744,0.11318801851036812,0.06777644307515282,0.5265890341390445,4.110873864173311,0.7415254237288136,0.0,2.61223697662354,1.15264321552317,0.0,9.34415196451703,14.6057748787042,10.928100124482187,13.694448655761997,13.515641561444944,9.91480364163625,12.063647342669624,11.996177225789811,10.72488035703194,13.990925367690293,16.679295598750173,8.766099159913065,10.231156571785926,6.680854678790215,6.859614903654202,6.747586526829315,0.0,0.0,1,1,1,0,0.0
Alabama||Fayette County,01057,Alabama,Fayette County,1.791759469228055,2.772588722239781,3.667327162426784,0.6537,0.6537,10.225607282932941,0.12354930216777282,0.06993732119957607,0.2900334831833251,3.044522437723423,0.6478494623655914,0.0,2.49525809288025,1.33399629979698,0.0,9.386696065840098,12.989812430022035,10.74304749360121,12.16061381470849,12.942556192506323,11.577206854169663,10.26428192308871,11.7213567787323,10.64674504894941,12.624788130222528,14.413345890842443,8.49420284904055,8.854608547339275,6.520621127558696,7.088408778675395,7.013915474810528,0.0,0.0,0,0,1,0,0.0
Alabama||Franklin County,01059,Alabama,Franklin County,1.791759469228055,3.0420513716036157,5.0127436859881875,0.6889,0.6889,10.445840912706414,0.10321029799585658,0.0639918849179084,0.2900334831833251,3.1780538303479458,0.6958762886597938,0.0,2.46805000305176,1.33079516023098,12.07869937151501,7.250835724593383,13.885880404453552,11.859906751146571,12.801773280588034,12.751143743834962,11.070687638592227,10.274959992994305,12.303725798538872,11.386904480628703,13.68383065158733,15.765160896512958,8.892596090182776,10.059022897274613,6.520621127558696,7.124478262493424,6.834108738813838,0.0,0.0,0,1,1,0,0.0
Alabama||Geneva County,01061,Alabama,Geneva County,1.791759469228055,2.772588722239781,4.334430862898959,0.4081,0.4081,9.60918360377546,0.13457377206845833,0.05284461151748663,0.425678272731624,0.0,0.6560975609756098,0.0,2.47417998313904,1.31383692986105,0.0,13.111143973380834,11.344947950354687,10.904081330735407,10.832165216435508,15.754682340827081,7.896256013987641,10.271663829928729,12.885880081308864,13.917181274528518,12.55128672644153,13.77424827544253,9.988924351608397,9.85813588802583,6.7226297948554485,0.0,6.584791392385716,0.0,0.0,0,0,1,0,0.0
Alabama||Greene County,01063,Alabama,Greene County,1.791759469228055,2.772588722239781,3.5515982050934487,0.2522,0.2522,11.4213692302888,0.1278916813002583,0.09606694078734236,0.0,4.248495242049359,0.7107843137254902,0.0,2.3811240196228,1.54570529486508,0.0,9.436279713035596,12.571752147911996,11.784017760460246,11.38184639090889,13.092603711189348,8.403913683457924,10.430509621516594,11.334088703533522,11.320864854510358,12.02526946698915,13.876972411212144,8.281986166238815,9.614883919193042,6.324358962381311,0.0,7.340186835320115,0.0,0.0,0,0,1,1,0.0
